id,task,downloads,likes,tags,description
almanach/camembert-base,fill-mask,819837,99,"transformers, pytorch, tf, safetensors, camembert, fill-mask, fr, dataset:oscar",[CamemBERT](https://arxiv.org/abs/1911.03894) is a state-of-the-art language model for French based on the RoBERTa model.
Qwen/Qwen2-VL-2B-Instruct,image-text-to-text,2451132,498,"transformers, safetensors, qwen2_vl, image-text-to-text, multimodal, conversational, en, arxiv:2409.12191","We're excited to unveil **Qwen2-VL**, the latest iteration of our Qwen-VL model, representing nearly a year of innovation."
OpenGVLab/VideoMAEv2-Large,video-classification,4220,1,"safetensors, VideoMAEv2_Base, vision, video-classification, custom_code, arxiv:2203.12602, arxiv:2303.16727, license:cc-by-nc-4.0",VideoMAEv2-Large model pre-trained for 800 epochs in a self-supervised way on UnlabeldHybrid-1M dataset. It was introduced in the paper [[CVPR23]VideoMAE V2: Scaling Video Masked Autoencoders with Dua
zimengxiong/Qwen-Image-Layered-6bit,image-text-to-image,0,2,"mflux, safetensors, apple-silicon, mlx, quantized, image-decomposition, rgba, image-text-to-image",6-bit quantized version of [Qwen/Qwen-Image-Layered](https://huggingface.co/Qwen/Qwen-Image-Layered) optimized for **Apple Silicon** via [MFLUX](https://github.com/filipstrand/mflux).
nsugianto/detr-resnet50_finetuned_mstabletrnsdet_lsdocelementdetv1type6_v2_s1,object-detection,1752,0,"transformers, tensorboard, safetensors, table-transformer, object-detection, generated_from_trainer, base_model:microsoft/table-transformer-detection, base_model:finetune:microsoft/table-transformer-detection","should probably proofread and complete it, then remove this comment. -->"
m3/sscd-copy-detection,image-feature-extraction,4768,3,"transformers, safetensors, sscd-copy-detection, image-feature-extraction, license:apache-2.0, endpoints_compatible, region:us",refer: https://github.com/facebookresearch/sscd-copy-detection
sentence-transformers/all-MiniLM-L12-v2,sentence-similarity,3137123,302,"sentence-transformers, pytorch, rust, onnx, safetensors, openvino, bert, feature-extraction",This is a [sentence-transformers](https://www.SBERT.net) model: It maps sentences & paragraphs to a 384 dimensional dense vector space and can be used for tasks like clustering or semantic search.
crynux-network/sdxl-turbo,text-to-image,596978,3,"diffusers, license:apache-2.0, endpoints_compatible, diffusers:StableDiffusionXLPipeline, region:us",
Qwen/Qwen2.5-Coder-7B,text-generation,1381526,140,"transformers, safetensors, qwen2, text-generation, code, qwen, qwen-coder, codeqwen","Qwen2.5-Coder is the latest series of Code-Specific Qwen large language models (formerly known as CodeQwen). As of now, Qwen2.5-Coder has covered six mainstream model sizes, 0.5, 1.5, 3, 7, 14, 32 bil"
Atotti/llm-jp-4-8b-speech-chat,audio-text-to-text,290,8,"transformers, safetensors, llama_for_speech_lm, japanese, speech, audio, speech-to-text, llm-jp",`llm-jp-4-8b-speech-chat` is a Japanese speech-language model for **audio input → text output** interactions.
VAST-AI/TripoSG,image-to-3d,1563,134,"diffusers, safetensors, triposg, 3d-generation, rectified-flow, image-to-3d, arxiv:2502.06608, license:mit",TripoSG is a state-of-the-art image-to-3D generation foundation model that leverages large-scale rectified flow transformers to produce high-fidelity 3D shapes from single images.
ac0hik/Sentiment_Analysis_French,text-classification,97788,2,"transformers, tensorboard, safetensors, camembert, text-classification, generated_from_trainer, dataset:tweet_sentiment_multilingual, base_model:almanach/camembert-base","should probably proofread and complete it, then remove this comment. -->"
nvidia/bigvgan_base_22khz_80band,audio-to-audio,377,0,"PyTorch, neural-vocoder, audio-generation, audio-to-audio, arxiv:2206.04658, license:mit, region:us",[[Paper]](https://arxiv.org/abs/2206.04658) - [[Code]](https://github.com/NVIDIA/BigVGAN) - [[Showcase]](https://bigvgan-demo.github.io/) - [[Project Page]](https://research.nvidia.com/labs/adlr/proje
Jonah-M/ProTrix-Q5_K_M-GGUF,table-question-answering,3,0,"transformers, gguf, llama-cpp, gguf-my-repo, table-question-answering, base_model:pkupie/ProTrix, base_model:quantized:pkupie/ProTrix, license:llama2",This model was converted to GGUF format from [`pkupie/ProTrix`](https://huggingface.co/pkupie/ProTrix) using llama.cpp via the ggml.ai's [GGUF-my-repo](https://huggingface.co/spaces/ggml-org/gguf-my-r
Qwen/Qwen3-TTS-12Hz-1.7B-VoiceDesign,text-to-speech,571907,324,"qwen-tts, safetensors, qwen3_tts, audio, tts, qwen, multilingual, text-to-speech","&nbsp&nbsp🤗 <a href=""https://huggingface.co/collections/Qwen/qwen3-tts"">Hugging Face</a>&nbsp&nbsp | &nbsp&nbsp🤖 <a href=""https://modelscope.cn/collections/Qwen/Qwen3-TTS"">ModelScope</a>&nbsp&nbsp | &"
naver-clova-ix/donut-base-finetuned-cord-v2,image-to-text,20236,119,"transformers, pytorch, vision-encoder-decoder, image-text-to-text, donut, image-to-text, vision, arxiv:2111.15664",Donut model fine-tuned on CORD. It was introduced in the paper [OCR-free Document Understanding Transformer](https://arxiv.org/abs/2111.15664) by Geewok et al. and first released in [this repository](
John6666/prefect-illustrious-xl-v3-sdxl,text-to-image,179448,0,"diffusers, safetensors, text-to-image, stable-diffusion, stable-diffusion-xl, anime, girls, styles",Original model is [here](https://civitai.com/models/1224788/prefect-illustrious-xl?modelVersionId=2081643).
camenduru/RMBG-2.0,image-segmentation,2623,1,"transformers, pytorch, onnx, safetensors, image-segmentation, remove background, background, background-removal","href=""https://huggingface.co/briaai/FIBO"""
alibaba-pai/Wan2.1-Fun-1.3B-InP,text-to-video,907,38,"videox_fun, diffusers, safetensors, i2v, video, video-generation, text-to-video, en",[English](./README_en.md) | [简体中文](./README.md)
Xenova/slimsam-50-uniform,mask-generation,203,0,"transformers.js, onnx, sam, mask-generation, slimsam, base_model:nielsr/slimsam-50-uniform, base_model:quantized:nielsr/slimsam-50-uniform, license:apache-2.0",https://huggingface.co/nielsr/slimsam-50-uniform with ONNX weights to be compatible with Transformers.js.
Keetawan/clip-vit-large-patch14-plant-disease-finetuned,zero-shot-classification,250,2,"safetensors, clip, vision, zero-shot-classification, plant-disease, agriculture, fine-tuned, en",This model is a fine-tuned version of [openai/clip-vit-large-patch14](https://huggingface.co/openai/clip-vit-large-patch14) on a custom dataset for plant disease captioning. It is designed to classify
Onelove21/animate,video-to-video,13,0,"diffusers, onnx, safetensors, video-to-video, arxiv:2503.20314, base_model:Wan-AI/Wan2.2-I2V-A14B, base_model:quantized:Wan-AI/Wan2.2-I2V-A14B, license:apache-2.0","💜 <a href=""https://wan.video""><b>Wan</b></a> &nbsp&nbsp ｜ &nbsp&nbsp 🖥️ <a href=""https://github.com/Wan-Video/Wan2.2"">GitHub</a> &nbsp&nbsp  | &nbsp&nbsp🤗 <a href=""https://huggingface.co/Wan-AI/"">Hugg"
mlx-community/gemma-4-e2b-it-8bit,any-to-any,2088,2,"mlx, safetensors, gemma4, any-to-any, license:apache-2.0, 8-bit, region:us",This model was converted to MLX format from [`google/gemma-4-e2b-it`](https://huggingface.co/google/gemma-4-e2b-it)
NbAiLab/nb-wav2vec2-1b-nynorsk,automatic-speech-recognition,808279,0,"transformers, pytorch, tensorboard, safetensors, wav2vec2, automatic-speech-recognition, NbAiLab/NPSC, no",This model is finetuned on top of feature extractor [XLS-R](https://huggingface.co/facebook/wav2vec2-xls-r-1b) from Facebook/Meta. The finetuned model achieves the following results on the test set wi
OpenMed/OpenMed-NER-ChemicalDetect-ModernMed-395M,token-classification,181690,0,"transformers, safetensors, modernbert, token-classification, named-entity-recognition, biomedical-nlp, chemical-entity-recognition, drug-discovery",**Specialized model for Chemical Entity Recognition - Identifies chemical compounds and substances in biomedical literature**
MrLight/dse-qwen2-2b-mrl-v1,visual-document-retrieval,21496,68,"Tevatron, pytorch, qwen2_vl, vidore, visual-document-retrieval, en, fr, dataset:Tevatron/docmatix-ir",DSE-QWen2-2b-MRL-V1 is a bi-encoder model designed to encode document screenshots into dense vectors for document retrieval.
daniilsob/Wan2.2-Animate-14B,video-to-video,2,0,"diffusers, onnx, safetensors, video-to-video, arxiv:2503.20314, base_model:Wan-AI/Wan2.2-I2V-A14B, base_model:quantized:Wan-AI/Wan2.2-I2V-A14B, license:apache-2.0","💜 <a href=""https://wan.video""><b>Wan</b></a> &nbsp&nbsp ｜ &nbsp&nbsp 🖥️ <a href=""https://github.com/Wan-Video/Wan2.2"">GitHub</a> &nbsp&nbsp  | &nbsp&nbsp🤗 <a href=""https://huggingface.co/Wan-AI/"">Hugg"
mlx-community/Molmo2-8B-4bit,video-text-to-text,118,2,"transformers, safetensors, molmo2, image-text-to-text, multimodal, olmo, molmo, mlx",This model was converted to MLX format from [`allenai/Molmo2-8B`]() using mlx-vlm version **0.3.10**.
deepseek-ai/Janus-Pro-7B,any-to-any,65386,3565,"transformers, pytorch, multi_modality, muiltimodal, text-to-image, unified-model, any-to-any, arxiv:2501.17811",Janus-Pro is a novel autoregressive framework that unifies multimodal understanding and generation.
openmmlab-community/mm_grounding_dino_base_all,zero-shot-object-detection,3633,2,"transformers, safetensors, mm-grounding-dino, zero-shot-object-detection, vision, arxiv:2401.02361, arxiv:2104.12763, arxiv:1608.00272",[MM Grounding DINO](https://arxiv.org/abs/2401.02361) model was proposed in [An Open and Comprehensive Pipeline for Unified Object Grounding and Detection](https://arxiv.org/abs/2401.02361) by Xiangyu
vyver7952/autotrain-foreign-exchange-idr-usd-50442120509,tabular-regression,1,0,"transformers, joblib, svm, autotrain, tabular, regression, tabular-regression, dataset:vyver7952/autotrain-data-foreign-exchange-idr-usd",- Problem type: Single Column Regression
upci-ntua/pyrosage-tfishbio-attentivefp,tabular-regression,2,0,"AttentiveFP, chemistry, molecular-property-prediction, graph-neural-networks, attentivefp, pytorch-geometric, toxicity-prediction, tabular-regression","This is an AttentiveFP (Attention-based Fingerprint) Graph Neural Network model trained to predict fish bioaccumulation factor. This property measures accumulation in fish tissue, important for food c"
bigdefence/Bigvox-HyperCLOVAX-Audio,audio-text-to-text,24,1,"safetensors, omni_speech_HyperCLOVAX, speech-to-text, korean, llama, audio, voice, bigdefence","- **Bigvox**은 한국어 음성 인식에 특화된 고성능, 저지연 음성 언어 멀티모달 모델입니다. [naver-hyperclovax/HyperCLOVAX-SEED-Text-Instruct-0.5B](https://huggingface.co/naver-hyperclovax/HyperCLOVAX-SEED-Text-Instruct-0.5B) 기반으로 구축되었습"
neuralmind/bert-base-portuguese-cased,fill-mask,486627,224,"transformers, pytorch, tf, jax, bert, fill-mask, pt, dataset:brWaC","BERTimbau Base is a pretrained BERT model for Brazilian Portuguese that achieves state-of-the-art performances on three downstream NLP tasks: Named Entity Recognition, Sentence Textual Similarity and "
julien-c/wine-quality,tabular-classification,94,20,"sklearn, joblib, tabular-classification, dataset:wine-quality, dataset:lvwerra/red-wine, region:us",> Inspired by https://towardsdatascience.com/a-simple-example-of-pipeline-in-machine-learning-with-scikit-learn-e726ffbb6976 by Saptashwa Bhattacharyya
mradermacher/Hulu-Med-Flash-Preview-27B-i1-GGUF,image-to-text,4991,1,"transformers, gguf, medical, multimodal, vision-language-model, image-to-text, video-understanding, 3d-understanding",weighted/imatrix quants of https://huggingface.co/ZJU-AI4H/Hulu-Med-Flash-Preview-27B
jayn7/HunyuanVideo-1.5_I2V_480p-GGUF,image-to-video,763,17,"gguf, image-to-video, video-generation, base_model:tencent/HunyuanVideo-1.5, base_model:quantized:tencent/HunyuanVideo-1.5, region:us",Quantized GGUF versions of the [HunyuanVideo-1.5-I2V-480p](https://huggingface.co/tencent/HunyuanVideo-1.5) by Tencent.
TanAlexanderlz/RALL_RGBCROP_Aug16F-WD01,video-classification,79,0,"transformers, tensorboard, safetensors, videomae, video-classification, generated_from_trainer, base_model:MCG-NJU/videomae-base-finetuned-kinetics, base_model:finetune:MCG-NJU/videomae-base-finetuned-kinetics","should probably proofread and complete it, then remove this comment. -->"
QuantStack/Wan2.1_I2V_14B_FusionX-GGUF,image-to-video,1750,85,"gguf, image-to-video, quantized, en, base_model:vrgamedevgirl84/Wan14BT2VFusioniX, base_model:quantized:vrgamedevgirl84/Wan14BT2VFusioniX, license:apache-2.0, region:us",This is a GGUF conversion of [Wan14Bi2vFusioniX_fp16.safetensors](https://huggingface.co/vrgamedevgirl84/Wan14BT2VFusioniX/blob/main/Wan14Bi2vFusioniX_fp16.safetensors) by [@vrgamedevgirl84](https://h
MIT/ast-finetuned-audioset-10-10-0.4593,audio-classification,625342,352,"transformers, pytorch, safetensors, audio-spectrogram-transformer, audio-classification, arxiv:2104.01778, license:bsd-3-clause, endpoints_compatible",Audio Spectrogram Transformer (AST) model fine-tuned on AudioSet. It was introduced in the paper [AST: Audio Spectrogram Transformer](https://arxiv.org/abs/2104.01778) by Gong et al. and first release
city96/LTX-Video-0.9.6-dev-gguf,image-to-video,1046,6,"gguf, ltx-video, text-to-video, image-to-video, en, base_model:Lightricks/LTX-Video, base_model:quantized:Lightricks/LTX-Video, license:other",This is a direct GGUF conversion of [Lightricks/LTX-Video](https://huggingface.co/Lightricks/LTX-Video).
roderickshao/ddpm-celebahq-finetuned-butterflies-2epochs,unconditional-image-generation,34,0,"diffusers, safetensors, pytorch, unconditional-image-generation, diffusion-models-class, license:mit, diffusers:DDPMPipeline, region:us",from diffusers import DDPMPipeline
llava-hf/llava-v1.6-mistral-7b-hf,image-text-to-text,585689,305,"transformers, safetensors, llava_next, image-text-to-text, vision, conversational, en, arxiv:2310.03744","The LLaVA-NeXT model was proposed in [LLaVA-NeXT: Improved reasoning, OCR, and world knowledge](https://llava-vl.github.io/blog/2024-01-30-llava-next/) by Haotian Liu, Chunyuan Li, Yuheng Li, Bo Li, Y"
seroe/jina-reranker-v2-base-multilingual-turkish-reranker-triplet-v2,text-ranking,746,1,"sentence-transformers, safetensors, cross-encoder, generated_from_trainer, dataset_size:89964, loss:CachedMultipleNegativesRankingLoss, text-ranking, custom_code",This is a [Cross Encoder](https://www.sbert.net/docs/cross_encoder/usage/usage.html) model finetuned from [jinaai/jina-reranker-v2-base-multilingual](https://huggingface.co/jinaai/jina-reranker-v2-bas
vismatch/xfeat-steerers-learned,keypoint-detection,27,0,"vismatch, image-matching, keypoint-detection, feature-matching, license:apache-2.0, region:us",For usage see https://github.com/gmberton/vismatch
softcatala/wav2vec2-large-xlsr-catala,automatic-speech-recognition,141181,1,"transformers, pytorch, jax, wav2vec2, automatic-speech-recognition, audio, speech, xlsr-fine-tuning-week",Fine-tuned [facebook/wav2vec2-large-xlsr-53](https://huggingface.co/facebook/wav2vec2-large-xlsr-53) on Catalan language using the [Common Voice](https://huggingface.co/datasets/common_voice) and [Par
kyutai/mimi,feature-extraction,918178,297,"transformers, safetensors, mimi, feature-extraction, audio, license:cc-by-4.0, endpoints_compatible, region:us","Mimi codec is a state-of-the-art audio neural codec, developped by [Kyutai](https://kyutai.org/), that combines semantic and acoustic information into audio tokens running at 12.5Hz and a bitrate of 1"
mateuszgrzyb/searchless-chess-vit-small,tabular-regression,14,0,"keras, chess, vision-transformer, vit, tensorflow, tabular-regression, en, dataset:mateuszgrzyb/lichess-stockfish-normalized","This is the high-efficiency model of the **Searchless Chess** project—a compact neural network that plays chess at a strong club level (~1817 ELO) relying purely on **neural intuition**, without any s"
cebas/oneClick_Windows_ImageTo3D_install,text-to-3d,0,18,"diffusers, art, windows, OneClick install, local, text-to-3d, en, license:apache-2.0","This is a ONE CLICK, self-contained WINDOWS 10/11 installer for the following model: https://huggingface.co/Zhengyi/CRM <br/>"
LeoXie/WorldGen,text-to-3d,0,15,"3D, Generation, text-to-3d, en, license:apache-2.0, region:us","WorldGen can generate 3D scenes in seconds from text prompts and images. It is a powerful tool for creating 3D environments and scenes for games, simulations, robotics, and virtual reality application"
Helsinki-NLP/opus-mt-tc-big-ar-en,translation,61659,22,"transformers, pytorch, tf, marian, text2text-generation, translation, opus-mt-tc, ar",Neural machine translation model for translating from Arabic (ar) to English (en).
allenai/specter2_base,feature-extraction,477718,44,"transformers, pytorch, bert, feature-extraction, en, dataset:allenai/scirepeval, license:apache-2.0, text-embeddings-inference",SPECTER2 is the successor to [SPECTER](https://huggingface.co/allenai/specter) and is capable of generating task specific embeddings for scientific tasks when paired with [adapters](https://huggingfac
Qwen/Qwen3-4B-Base,text-generation,1315724,84,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, license:apache-2.0, text-generation-inference","Qwen3 is the latest generation of large language models in Qwen series, offering a comprehensive suite of dense and mixture-of-experts (MoE) models."
mradermacher/LongWriter-Zero-32B-i1-GGUF,reinforcement-learning,457,2,"transformers, gguf, reinforcement-learning, writing, Long Context, en, zh, dataset:THU-KEG/LongWriter-Zero-RLData",weighted/imatrix quants of https://huggingface.co/THU-KEG/LongWriter-Zero-32B
jayn7/HunyuanVideo-1.5_I2V_720p-GGUF,image-to-video,1410,22,"gguf, image-to-video, video-generation, base_model:tencent/HunyuanVideo-1.5, base_model:quantized:tencent/HunyuanVideo-1.5, region:us",Quantized GGUF versions of the [HunyuanVideo-1.5-I2V-720p](https://huggingface.co/tencent/HunyuanVideo-1.5) by Tencent.
lysandre/tapas-temporary-repo,table-question-answering,7,0,"transformers, pytorch, tapas, table-question-answering, en, dataset:sqa, arxiv:2004.02349, arxiv:2010.00571","This model has 4 versions which can be used. The latest version, which is the default one, corresponds to the `tapas_sqa_inter_masklm_base_reset` checkpoint of the [original Github repository](https:/"
facebook/mms-1b-all,automatic-speech-recognition,2093571,195,"transformers, pytorch, safetensors, wav2vec2, automatic-speech-recognition, mms, ab, af",This checkpoint is a model fine-tuned for multi-lingual ASR and part of Facebook's [Massive Multilingual Speech project](https://research.facebook.com/publications/scaling-speech-technology-to-1000-la
Qwen/Qwen2.5-Math-PRM-7B,text-classification,104512,86,"transformers, safetensors, qwen2, feature-extraction, reward model, text-classification, custom_code, en","In addition to the mathematical Outcome Reward Model (ORM) Qwen2.5-Math-RM-72B, we release the Process Reward Model (PRM), namely Qwen2.5-Math-PRM-7B and Qwen2.5-Math-PRM-72B. PRMs emerge as a promisi"
caiovicentino1/Wan2.2-Animate-14B-HLWQ-Q5,video-to-video,1014,3,"onnx, safetensors, hlwq, video-to-video, arxiv:2502.02617, arxiv:2603.29078, arxiv:2503.20314, base_model:Wan-AI/Wan2.2-I2V-A14B","> **Naming notice (2026-04-10).** The ""HLWQ"" technique used in this model is being rebranded to **HLWQ (Hadamard-Lloyd Weight Quantization)**. The change is only the name; the algorithm and the weight"
firdhokk/speech-emotion-recognition-with-openai-whisper-large-v3,audio-classification,21921,108,"transformers, safetensors, whisper, audio-classification, generated_from_trainer, base_model:openai/whisper-large-v3, base_model:finetune:openai/whisper-large-v3, license:apache-2.0","should probably proofread and complete it, then remove this comment. -->"
Skywork/Matrix-Game-3.0,image-text-to-video,130,109,"diffusers, safetensors, image-text-to-video, en, base_model:Wan-AI/Wan2.2-TI2V-5B, base_model:finetune:Wan-AI/Wan2.2-TI2V-5B, license:apache-2.0, diffusers:MatrixGame3I2VPipeline","**Matrix-Game-3.0** is an open-sourced, memory-augmented interactive world model designed for 720p real-time long-form video generation."
nvidia/nemotron-colembed-vl-8b-v2,visual-document-retrieval,1240,38,"transformers, safetensors, qwen3_vl_nemotron_embed, feature-extraction, text, image, vidore, colpali","🤗 <a href=""https://huggingface.co/nvidia/nemotron-colembed-vl-8b-v2"">8B</a> | &nbsp&nbsp 🤗 <a href=""https://huggingface.co/nvidia/nemotron-colembed-vl-4b-v2"">4B</a> | &nbsp&nbsp 🤗 <a href=""https://hug"
juliagsy/tapas-fine-tuned,table-question-answering,9,0,"transformers, pytorch, tapas, table-question-answering, endpoints_compatible, region:us",
image-matching-models/superpoint-lightglue,keypoint-detection,67,0,"image-matching-models, image-matching, keypoint-detection, feature-matching, license:apache-2.0, region:us",For usage see https://github.com/gmberton/image-matching-models
zpm/Llama-3.1-PersianQA,document-question-answering,321,20,"transformers, safetensors, gguf, llama, text-generation-inference, trl, QA, document-question-answering",model_name: Llama-3.1-PersianQA
sofa566/layoutlmv2-base-uncased_finetuned_docvqa,document-question-answering,7,0,"transformers, pytorch, tensorboard, layoutlmv2, document-question-answering, generated_from_trainer, license:cc-by-nc-sa-4.0, endpoints_compatible","should probably proofread and complete it, then remove this comment. -->"
htdong/Wan-Alpha_ComfyUI,text-to-video,918,31,"diffusers, text-to-video, arxiv:2509.24979, base_model:Wan-AI/Wan2.1-T2V-14B, base_model:finetune:Wan-AI/Wan2.1-T2V-14B, license:apache-2.0, region:us",[Paper Link](https://huggingface.co/papers/2509.24979)
GilgameshYX/ForwardRenderer,image-text-to-image,0,0,"pytorch, image-text-to-image, dataset:GilgameshYX/WeatherSynthetic, base_model:stabilityai/stable-diffusion-3.5-medium, base_model:finetune:stabilityai/stable-diffusion-3.5-medium, license:apache-2.0, region:us","This repository contains the base and LoRA weights for the Weather-conditioned Forward Renderer, as presented in IntrinsicWeather: Controllable Weather Editing in Intrinsic Space."
infly/inf-retriever-v1-pro,reinforcement-learning,341,6,"safetensors, qwen2, retrieval, query-rewriting, reinforcement-learning, custom_code, en, base_model:Qwen/Qwen2.5-7B-Instruct","**inf-retriever-v1-pro** is a specialized retrieval component of the **INF-X-Retriever** framework, designed to distill the core retrieval intent from complex, verbose, or reasoning-intensive queries."
google/owlv2-large-patch14,zero-shot-object-detection,711,9,"transformers, pytorch, safetensors, owlv2, zero-shot-object-detection, vision, arxiv:2306.09683, license:apache-2.0","The OWLv2 model (short for Open-World Localization) was proposed in [Scaling Open-Vocabulary Object Detection](https://arxiv.org/abs/2306.09683) by Matthias Minderer, Alexey Gritsenko, Neil Houlsby. O"
lllyasviel/control_v11p_sd15_canny,image-to-image,14809,60,"diffusers, safetensors, art, controlnet, stable-diffusion, controlnet-v1-1, image-to-image, arxiv:2302.05543",**Controlnet v1.1** is the successor model of [Controlnet v1.0](https://huggingface.co/lllyasviel/sd-controlnet-canny)
AXERA-TECH/Speech-Translation.axera,audio-to-audio,103,1,"onnx, VAD, ASR, Translation, TTS, audio-to-audio, en, zh",speech translation demo on Axera
facebook/dinov2-base,image-feature-extraction,1522086,176,"transformers, pytorch, safetensors, dinov2, image-feature-extraction, dino, vision, arxiv:2304.07193",Vision Transformer (ViT) model trained using the DINOv2 method. It was introduced in the paper [DINOv2: Learning Robust Visual Features without Supervision](https://arxiv.org/abs/2304.07193) by Oquab 
shay681/HeBERT_finetuned_Legal_Clauses,question-answering,1044,0,"safetensors, bert, question-answering, he, dataset:LevMuchnik/SupremeCourtOfIsrael, base_model:avichr/heBERT, base_model:finetune:avichr/heBERT, region:us",This model fine-tunes [avichr/heBERT](https://huggingface.co/avichr/heBERT) model on [LevMuchnik/SupremeCourtOfIsrael](https://huggingface.co/datasets/LevMuchnik/SupremeCourtOfIsrael) dataset.
openai/clip-vit-large-patch14,zero-shot-image-classification,24244530,1991,"transformers, pytorch, tf, jax, safetensors, clip, zero-shot-image-classification, vision","Disclaimer: The model card is taken and modified from the official CLIP repository, it can be found [here](https://github.com/openai/CLIP/blob/main/model-card.md)."
C2001ljy/tapas_sqa_cqa_all,table-question-answering,3,0,"transformers, safetensors, tapas, table-question-answering, endpoints_compatible, region:us",
stanfordmimi/MedVAE,image-to-image,4474,14,"medvae, image-to-image, arxiv:2502.14753, license:mit, region:us",The model was presented in the paper [MedVAE: Efficient Automated Interpretation of Medical Images with Large-Scale Generalizable Autoencoders](https://huggingface.co/papers/2502.14753).
Wan-AI/Wan2.1-VACE-1.3B-diffusers,image-to-video,5758,29,"diffusers, safetensors, video generation, video-to-video editing, refernce-to-video, image-to-video, en, zh","💜 <a href=""https://wan.video""><b>Wan</b></a> &nbsp&nbsp ｜ &nbsp&nbsp 🖥️ <a href=""https://github.com/Wan-Video/Wan2.1"">GitHub</a> &nbsp&nbsp  | &nbsp&nbsp🤗 <a href=""https://huggingface.co/Wan-AI/"">Hugg"
fixie-ai/ultravox-v0_5-llama-3_2-1b,audio-text-to-text,788583,77,"transformers, safetensors, ultravox, feature-extraction, audio-text-to-text, custom_code, ar, be",Ultravox is a multimodal Speech LLM built around a pretrained [Llama3.2-1B-Instruct](https://huggingface.co/meta-llama/Llama-3.2-1B) and [whisper-large-v3-turbo](https://huggingface.co/openai/whisper-
Systran/faster-whisper-small,automatic-speech-recognition,394270,30,"ctranslate2, audio, automatic-speech-recognition, en, zh, de, es, ru",This repository contains the conversion of [openai/whisper-small](https://huggingface.co/openai/whisper-small) to the [CTranslate2](https://github.com/OpenNMT/CTranslate2) model format.
Qwen/Qwen3-VL-Reranker-8B,text-ranking,133232,138,"transformers, safetensors, qwen3_vl, image-text-to-text, sentence-transformers, multimodal rerank, text rerank, text-ranking","The **Qwen3-VL-Embedding** and **Qwen3-VL-Reranker** model series are the latest additions to the Qwen family, built upon the recently open-sourced and powerful Qwen3-VL foundation model. Specifically"
facebook/mask2former-swin-tiny-coco-instance,image-segmentation,53307,14,"transformers, pytorch, safetensors, mask2former, vision, image-segmentation, dataset:coco, arxiv:2112.01527","Mask2Former model trained on COCO instance segmentation (tiny-sized version, Swin backbone). It was introduced in the paper [Masked-attention Mask Transformer for Universal Image Segmentation"
canopylabs/3b-de-ft-research_release,text-to-speech,82734,16,"transformers, safetensors, llama, text-generation, text-to-speech, de, base_model:canopylabs/orpheus-3b-0.1-pretrained, base_model:finetune:canopylabs/orpheus-3b-0.1-pretrained",
jameslahm/yoloe-11m-seg,zero-shot-object-detection,1,0,"safetensors, model_hub_mixin, pytorch_model_hub_mixin, zero-shot-object-detection, arxiv:2503.07465, license:agpl-3.0, region:us",[YOLOE: Real-Time Seeing Anything](https://arxiv.org/abs/2503.07465)
ibm-granite/granite-embedding-reranker-english-r2,text-ranking,3005,25,"sentence-transformers, safetensors, modernbert, text-classification, granite, transformers, embeddings, mteb",**Model Summary:** _granite-embedding-reranker-english-r2_ is a 149M parameter dense cross-encoder model from the Granite Embeddings collection that can be used to generate high quality text embedding
pcoloc/autotrain-only-rssi-1813762559,tabular-regression,5,0,"transformers, joblib, autotrain, tabular, regression, tabular-regression, dataset:pcoloc/autotrain-data-only-rssi, co2_eq_emissions",- Problem type: Single Column Regression
Bingsu/temp_vilt_vqa,visual-question-answering,83,0,"transformers, pytorch, vilt, visual-question-answering, endpoints_compatible, region:us",
anuragshas/wav2vec2-large-xlsr-53-telugu,automatic-speech-recognition,473464,5,"transformers, pytorch, jax, wav2vec2, automatic-speech-recognition, audio, speech, xlsr-fine-tuning-week",Fine-tuned [facebook/wav2vec2-large-xlsr-53](https://huggingface.co/facebook/wav2vec2-large-xlsr-53) on Telugu using the [OpenSLR SLR66](http://openslr.org/66/) dataset.
laion/clap-htsat-unfused,feature-extraction,624695,71,"transformers, pytorch, clap, feature-extraction, arxiv:2211.06687, license:apache-2.0, endpoints_compatible, deploy:azure",Model card for CLAP: Contrastive Language-Audio Pretraining
alibaba-damo/mgp-str-base,image-to-text,111073,65,"transformers, pytorch, safetensors, mgp-str, image-to-text, arxiv:2209.03592, endpoints_compatible, region:us",MGP-STR base-sized model is trained on MJSynth and SynthText. It was introduced in the paper [Multi-Granularity Prediction for Scene Text Recognition](https://arxiv.org/abs/2209.03592) and first relea
nvidia/nemotron-colembed-vl-4b-v2,visual-document-retrieval,40283,36,"transformers, safetensors, qwen3_vl_nemotron_embed, feature-extraction, text, image, vidore, colpali","🤗 <a href=""https://huggingface.co/nvidia/nemotron-colembed-vl-8b-v2"">8B</a> | &nbsp&nbsp 🤗 <a href=""https://huggingface.co/nvidia/nemotron-colembed-vl-4b-v2"">4B</a> | &nbsp&nbsp 🤗 <a href=""https://hug"
google/siglip2-so400m-patch14-224,zero-shot-image-classification,101098,3,"transformers, safetensors, siglip, vision, zero-shot-image-classification, arxiv:2502.14786, arxiv:2303.15343, arxiv:2209.06794",[SigLIP 2](https://huggingface.co/papers/2502.14786) extends the pretraining objective of
